# Mediçao de tempo de algoritmos de busca (WORST CASE): 
#Tamanho       LSearch        BSearch        BSearch_Rec    LBound         UBound         TSearch        ISearch        ESearch        
7160000        1368137.95     119.36         138.29         122.65         119.30         119.23         124.95         109.44         
7170000        957740.85      116.85         131.03         131.31         120.20         132.71         122.09         108.33         
7180000        1158560.08     121.25         132.49         123.62         117.76         116.43         118.52         120.55         
7190000        1364054.67     120.76         127.89         120.90         118.11         118.11         120.69         108.05         
7200000        1380543.57     116.22         140.24         126.35         119.29         122.09         124.26         107.56         
7210000        1368440.04     124.60         130.95         125.79         119.78         123.69         127.05         108.82         
7220000        1330374.37     117.41         129.70         118.73         116.78         124.39         119.37         110.01         
7230000        870270.67      123.41         133.82         119.99         124.53         122.37         123.48         117.96         
7240000        1204239.84     120.83         137.18         117.90         123.07         123.07         124.81         109.72         
7250000        1379105.60     129.22         134.38         130.61         125.87         119.92         120.76         107.56         
7260000        1409075.87     125.93         126.97         116.92         113.78         122.30         121.32         108.54         
7270000        1413199.01     121.46         131.59         120.69         123.21         126.41         115.66         124.19         
7280000        1415423.81     118.25         130.12         115.94         114.61         116.78         124.18         118.74         
7290000        1416050.05     136.62         129.35         117.76         113.56         137.52         121.74         117.06         
7300000        1418825.13     121.81         126.77         118.87         204.02         130.75         122.36         116.99         
7310000        967013.40      120.90         131.72         123.91         134.66         122.30         124.18         137.24         
7320000        1401334.82     118.25         131.72         124.81         125.51         138.92         123.41         123.62         
7330000        1057662.56     134.03         131.38         116.36         131.44         131.31         129.70         116.85         
7340000        986295.23      122.79         134.73         117.12         135.01         121.46         118.80         117.83         
7350000        723015.09      119.85         142.69         122.02         141.43         128.44         123.56         128.66         
7360000        1300419.62     120.69         132.84         119.71         119.08         130.68         121.94         115.24         
7370000        1432892.21     120.55         131.10         122.08         129.77         128.30         124.11         120.76         
7380000        1392189.18     123.49         133.96         127.96         125.09         114.69         124.74         123.83         
7390000        1429187.44     120.48         139.34         120.13         143.32         119.15         121.88         118.88         
7400000        1299489.15     119.23         129.42         123.70         127.96         117.20         119.15         114.55         
7410000        1412233.65     132.98         133.33         123.49         131.52         132.98         118.38         118.10         
7420000        1036273.65     126.28         135.22         132.22         124.53         120.27         125.72         120.90         
7430000        607233.89      125.44         153.02         118.32         126.56         116.43         121.74         138.22         
7440000        607266.62      123.83         139.63         123.55         122.58         118.39         119.15         121.81         
7450000        609642.12      129.00         132.43         120.06         123.34         131.87         122.64         120.21         
7460000        864525.48      119.92         138.64         134.10         126.35         121.88         134.52         120.27         
7470000        1426821.90     119.22         137.10         119.57         135.08         117.55         128.51         116.92         
7480000        1423961.08     122.02         134.38         122.78         121.46         118.11         115.52         122.16         
7490000        1426432.62     124.81         137.52         121.88         118.60         135.77         135.71         117.55         
7500000        1428615.04     125.30         145.28         130.89         119.92         124.26         121.60         118.81         
7510000        1237731.03     117.68         128.03         127.46         139.76         135.63         128.65         121.95         
7520000        1456964.66     122.85         122.58         118.67         125.23         122.02         125.93         127.89         
7530000        1428537.63     144.02         122.30         122.23         121.46         131.45         127.61         124.39         
7540000        1444854.02     126.28         128.52         137.24         116.15         121.60         122.37         118.25         
7550000        1439946.42     120.27         136.83         119.71         132.91         110.84         112.59         116.85         
7560000        1441472.63     119.92         124.18         126.84         123.13         115.17         112.38         120.97         
7570000        1448963.63     131.17         122.44         124.53         122.02         134.52         119.79         121.87         
7580000        1368895.52     126.84         122.64         136.97         114.82         119.08         111.05         119.92         
7590000        620946.68      121.81         141.50         123.69         120.90         122.79         109.45         121.04         
7600000        641552.69      134.31         136.47         116.22         117.13         121.18         108.75         125.65         
7610000        1452534.27     127.88         138.85         112.80         121.32         128.37         109.58         117.27         
7620000        1467890.33     114.96         133.47         127.68         126.14         120.14         110.63         121.11         
7630000        1334656.11     119.43         151.35         128.93         129.00         122.78         113.57         118.10         
7640000        1452955.14     112.87         134.52         119.64         127.81         123.00         119.92         125.16         
7650000        1161470.09     126.98         140.66         114.76         120.69         133.82         120.41         112.94         
7660000        1394042.41     117.69         151.49         114.19         118.04         123.77         133.82         119.99         
7670000        1194421.03     117.33         136.41         110.22         133.40         118.11         123.69         118.38         
7680000        1432316.61     116.92         136.83         119.50         117.06         124.39         120.62         116.85         
7690000        1065259.07     114.83         134.59         117.96         122.50         129.28         119.43         122.44         
7700000        1359009.06     113.01         146.12         115.04         120.69         122.30         121.53         116.71         
7710000        1368696.16     114.26         134.10         130.26         130.96         121.74         116.57         118.25         
7720000        1505197.21     114.26         146.81         127.88         117.62         186.41         115.87         125.23         
7730000        1506932.94     112.17         138.92         121.11         122.09         130.96         122.79         131.79         
7740000        1408830.09     133.47         137.11         124.32         124.32         127.75         129.21         128.79         
7750000        1441307.31     123.76         133.82         136.61         125.58         127.40         119.22         134.59         
7760000        1499550.31     117.13         132.91         122.92         120.62         129.35         123.41         123.28         
7770000        1173994.22     119.29         138.22         122.79         125.02         126.07         118.04         125.09         
7780000        1485671.15     120.97         141.58         117.69         120.34         121.32         118.04         110.42         
7790000        1470505.21     119.92         129.70         130.61         129.84         122.72         124.89         111.75         
7800000        1182873.38     117.20         129.21         122.22         135.85         121.80         122.72         118.32         
7810000        1276557.50     120.34         129.98         117.34         120.27         124.26         118.18         108.89         
7820000        1383860.73     120.83         141.50         120.48         117.06         120.06         118.18         108.68         
7830000        1424682.75     120.41         127.81         124.53         130.89         125.59         120.34         110.56         
7840000        1039382.49     116.84         130.12         120.13         117.34         120.06         121.53         112.17         
7850000        691688.53      115.25         131.66         123.21         121.88         119.57         116.57         112.73         
7860000        1233802.09     125.16         133.19         123.63         121.11         117.13         118.88         112.73         
7870000        1514900.60     116.08         132.85         133.75         129.28         126.77         118.88         108.54         
7880000        1503056.93     125.72         133.34         124.04         120.83         121.39         117.41         109.23         
7890000        1538029.12     120.76         134.17         125.37         128.03         130.12         117.89         118.59         
7900000        1484698.93     121.25         131.10         123.83         115.60         127.74         123.76         109.86         
7910000        1514046.66     119.36         126.70         118.66         112.93         126.21         127.88         112.31         
7920000        1410269.66     125.93         132.28         120.62         127.88         123.76         119.78         111.96         
7930000        1556298.63     116.22         130.75         121.88         117.48         132.42         121.39         116.09         
7940000        1321578.57     120.06         138.29         115.39         116.29         126.84         120.00         112.59         
7950000        1033160.62     119.64         134.87         127.12         115.52         125.37         126.07         114.33         
7960000        1531032.34     122.30         134.03         122.30         124.95         130.26         118.94         120.06         
7970000        1526723.04     124.12         130.75         118.80         113.92         143.74         115.81         119.99         
7980000        1354165.33     134.38         140.95         119.37         127.68         131.80         123.07         124.04         
7990000        1555245.47     121.18         132.70         117.62         127.47         115.80         128.16         119.22         
8000000        1554386.71     118.53         130.54         122.65         126.84         113.36         120.28         121.74         
8010000        1480857.78     120.48         126.63         124.46         130.47         120.41         116.29         119.57         
8020000        1374940.16     121.67         139.00         122.71         126.07         125.86         115.53         129.28         
8030000        1300192.04     122.58         131.93         134.52         127.89         119.37         119.99         122.93         
8040000        1565619.21     122.02         131.80         118.73         141.30         114.75         128.58         119.23         
8050000        1567433.26     118.87         129.70         120.34         121.67         135.29         122.44         120.56         
8060000        1567818.28     126.07         132.84         122.79         131.73         119.64         120.97         115.10         
8070000        1557805.56     113.57         131.10         128.86         121.53         113.01         127.88         117.55         
8080000        1378946.85     119.08         126.20         131.80         118.60         112.73         116.15         118.60         
8090000        1216039.14     120.63         132.57         116.15         121.95         115.25         115.38         123.49         
8100000        1172924.57     119.36         132.35         122.72         117.47         116.22         123.20         128.51         
8110000        1230212.89     135.36         133.96         125.58         123.83         111.47         122.86         118.87         
8120000        1547085.24     124.18         133.47         133.26         135.57         113.85         117.97         118.18         
8130000        1512684.33     123.42         127.60         121.95         130.61         111.47         121.60         116.08         
8140000        1525494.48     137.73         116.78         117.83         121.46         118.03         122.09         125.44         
8150000        1334229.52     128.37         120.62         120.62         115.59         116.85         127.40         121.74         
8160000        1588147.83     129.00         137.38         124.88         120.76         110.70         118.46         120.35         
8170000        1591739.38     125.37         135.15         119.92         118.11         112.45         123.77         116.22         
8180000        1581236.48     124.32         131.66         123.13         126.56         132.84         122.16         119.64         
8190000        1564035.12     131.94         134.46         123.14         124.32         120.20         197.80         116.99         
8200000        1256668.35     123.84         123.62         126.70         130.96         124.39         133.05         119.50         
8210000        1484184.56     123.97         131.38         134.73         123.41         118.32         135.64         118.17         
8220000        1460223.80     141.78         122.86         140.59         119.09         128.16         122.93         129.77         
8230000        1280693.01     146.39         123.28         133.89         122.02         129.84         118.18         119.44         
8240000        1368709.21     132.21         128.45         133.68         131.72         134.80         113.28         115.59         
8250000        1528835.46     132.91         142.69         130.54         122.16         127.18         117.48         119.09         
8260000        1151981.08     127.12         126.14         133.27         119.22         118.60         114.13         126.56         
8270000        1085342.85     121.32         134.24         144.85         116.29         119.01         111.68         116.50         
8280000        1288721.28     119.92         129.35         129.21         118.03         118.94         108.96         117.20         
8290000        1615856.90     119.50         138.43         126.28         127.32         123.34         110.29         116.92         
8300000        1291863.34     124.53         130.47         130.26         123.97         121.88         109.24         120.48         
8310000        1590415.43     122.29         126.49         126.07         115.38         116.99         111.61         125.79         
8320000        1594063.98     117.27         130.54         114.69         122.30         119.85         111.61         124.18         
8330000        1595498.85     123.34         138.08         114.55         115.80         122.58         114.54         120.83         
8340000        1358608.25     121.81         129.21         116.43         121.81         120.41         123.41         117.55         
8350000        1279055.05     122.72         133.75         119.85         124.60         124.95         120.90         119.71         
8360000        1210482.33     122.72         129.77         112.66         130.33         118.67         135.22         114.82         
8370000        1349804.83     124.25         137.88         113.92         121.66         126.84         114.20         122.44         
8380000        991048.01      131.52         130.33         113.36         121.18         122.16         118.74         120.90         
8390000        1178925.65     122.44         127.67         114.82         123.48         119.64         125.23         146.61         
8400000        1624197.73     118.17         133.26         128.17         116.15         121.04         121.74         124.53         
8410000        1608855.55     118.31         135.15         122.58         132.08         125.58         127.26         132.14         
8420000        1555169.50     129.14         128.31         122.37         123.90         120.90         122.16         124.11         
8430000        1046213.07     123.76         133.68         118.94         121.32         132.36         123.98         139.83         
8440000        1207751.43     119.57         133.40         122.30         113.00         118.60         120.27         124.53         
8450000        1536999.04     123.27         137.59         119.02         137.81         119.43         119.50         128.10         
8460000        1618582.28     120.90         128.37         124.67         123.69         122.93         121.46         136.13         
8470000        1615769.23     120.41         129.35         120.48         123.97         127.05         120.90         122.37         
8480000        1621623.23     119.37         130.19         125.44         125.80         122.02         125.79         117.41         
8490000        960968.30      117.27         139.20         116.78         144.64         119.79         117.90         112.31         
8500000        1066555.71     124.95         129.56         124.25         125.79         121.32         123.28         110.21         
8510000        1424742.03     119.57         131.59         122.23         118.66         135.57         120.97         110.35         
8520000        1084156.32     119.93         127.39         133.12         116.99         123.69         125.65         110.49         
8530000        1156579.61     117.06         128.58         115.66         125.37         123.69         116.29         110.35         
8540000        684308.11      126.00         128.17         122.02         122.86         125.93         116.71         112.94         
8550000        1601978.44     116.91         130.89         118.18         113.64         123.83         124.04         109.93         
8560000        1550286.78     121.04         132.08         123.77         119.37         123.49         119.99         110.43         
8570000        820754.00      120.90         127.95         121.39         119.85         123.90         116.57         114.55         
8580000        708282.39      121.46         132.70         192.63         118.94         124.26         121.11         109.86         
8590000        714930.88      124.25         126.49         128.16         122.09         133.26         123.21         113.85         
8600000        1092626.12     121.53         133.54         127.75         113.91         120.55         121.25         119.86         
8610000        1165850.70     117.06         140.60         128.51         126.77         121.11         126.13         109.17         
8620000        1683094.73     116.15         129.35         126.14         115.45         120.83         118.25         115.80         
8630000        1669649.40     123.97         130.54         133.06         119.99         121.60         118.46         112.52         
8640000        1656706.23     120.76         138.99         127.75         116.92         123.63         113.91         129.42         
8650000        1502320.44     122.93         128.16         118.81         127.40         125.93         118.46         129.64         
8660000        1342675.41     127.12         132.21         118.60         114.06         131.31         123.07         109.72         
8670000        1419674.10     124.68         130.75         122.86         114.48         140.32         124.04         107.76         
8680000        1238558.70     118.04         137.45         129.07         114.34         135.57         118.67         119.29         
8690000        1587899.25     117.48         134.10         121.67         114.68         122.72         117.69         112.31         
8700000        1627879.89     119.22         132.15         115.18         126.21         113.78         117.13         112.66         
8710000        1310772.09     127.81         135.92         124.05         112.87         125.65         117.27         108.39         
8720000        1362341.06     121.73         151.07         129.28         122.93         115.17         135.01         121.25         
8730000        1695361.11     120.76         135.64         122.79         128.03         112.10         121.04         123.28         
8740000        1674988.39     119.78         133.48         115.80         132.29         111.40         116.98         122.44         
8750000        1678821.77     126.63         127.12         117.69         126.14         116.50         119.37         123.62         
8760000        1690066.68     126.00         134.38         117.76         126.77         116.29         119.02         129.98         
8770000        1486009.69     129.21         139.06         125.23         123.55         115.80         120.62         121.74         
8780000        1679834.29     123.21         144.29         123.00         123.07         114.27         120.27         124.95         
8790000        1673502.73     122.43         134.38         123.55         123.14         117.61         119.36         121.67         
8800000        1657715.18     118.18         131.03         124.88         117.76         132.14         117.62         118.45         
8810000        1680093.29     117.48         131.94         117.41         122.02         125.86         124.11         119.36         
8820000        1690277.42     120.41         130.47         119.30         125.03         123.83         126.70         116.22         
8830000        1361503.48     124.25         133.05         117.69         121.95         124.39         125.44         121.39         
8840000        1230965.60     120.41         144.79         135.99         122.44         127.53         138.16         116.29         
8850000        1694779.80     121.25         134.80         118.25         120.41         129.77         131.03         124.25         
8860000        1509206.44     122.51         116.78         125.51         119.43         128.79         115.39         116.99         
8870000        1609690.26     121.32         116.01         124.81         120.83         131.93         129.77         116.78         
8880000        1733639.21     126.00         119.01         136.05         120.06         142.55         139.34         117.97         
8890000        1594338.79     122.23         117.27         119.64         122.64         132.92         121.67         123.83         
8900000        1320259.90     118.94         120.69         116.43         125.71         125.02         124.46         114.13         
8910000        1242046.18     123.63         117.82         117.96         123.07         122.58         129.35         120.27         
8920000        1692122.15     117.48         119.78         121.18         118.25         132.85         128.30         121.80         
8930000        1388923.00     120.13         120.83         126.70         124.95         118.80         129.84         127.39         
8940000        1506417.70     119.65         122.99         127.54         118.53         121.25         123.97         113.78         
8950000        1612480.87     122.16         131.02         124.88         122.09         119.64         109.94         124.88         
8960000        1458238.51     116.29         127.46         135.84         124.67         124.25         125.30         117.68         
8970000        1492587.71     121.81         131.17         128.86         122.02         120.90         113.21         127.19         
8980000        1033314.53     124.05         131.17         123.83         127.39         127.05         111.12         120.97         
8990000        905417.12      119.22         133.06         128.03         117.83         124.89         109.87         113.21         
9000000        1348843.34     127.12         143.39         128.51         124.46         130.60         111.05         120.76         
9010000        1257700.14     119.86         130.68         114.68         121.25         122.72         122.93         128.58         
9020000        1659634.13     122.64         128.65         113.22         135.64         118.80         121.39         123.63         
9030000        710635.08      122.30         132.85         121.81         123.35         118.25         118.60         120.48         
9040000        1017864.91     125.16         138.85         123.83         182.43         133.96         113.36         118.67         
9050000        1507043.77     117.69         128.24         118.74         125.09         117.76         122.23         120.34         
9060000        1508288.72     120.34         127.54         120.97         143.81         122.79         111.12         121.11         
9070000        1740806.93     122.09         135.64         122.92         134.80         122.44         110.85         121.67         
9080000        1223264.96     131.17         138.85         125.09         126.07         129.49         109.72         125.52         
9090000        1686797.01     121.39         133.27         119.29         128.31         118.53         111.27         152.12         
9100000        1718743.24     122.09         132.84         117.69         139.06         124.18         118.60         128.72         
9110000        1721041.58     123.00         129.76         113.99         131.80         117.13         108.82         113.78         
9120000        1768437.84     122.86         142.41         110.70         129.98         130.19         110.00         122.86         
9130000        1670525.90     121.11         130.68         118.39         129.70         120.83         109.58         134.24         
9140000        1725362.06     128.23         132.57         115.17         135.57         124.95         117.83         121.67         
9150000        1534509.92     145.70         127.75         112.66         118.59         118.18         108.74         118.52         
9160000        1389430.76     131.66         140.46         114.06         118.67         131.03         117.27         121.74         
9170000        1451973.92     126.77         132.21         113.08         114.41         125.30         118.32         124.88         
9180000        1764587.56     132.00         133.40         112.59         127.96         118.74         121.53         118.80         
9190000        1764972.22     130.19         130.26         114.41         132.91         121.24         121.67         122.16         
9200000        1716633.81     124.67         135.85         113.22         119.85         121.88         117.97         125.09         
9210000        1616488.20     126.07         134.45         112.65         115.38         127.05         118.45         126.07         
9220000        1445065.97     132.35         125.30         122.65         131.24         116.85         122.93         115.80         
9230000        1708188.08     138.85         134.52         116.08         119.64         128.58         120.20         123.41         
9240000        1439897.63     120.62         129.35         124.25         120.13         120.48         116.50         123.14         
9250000        1339991.58     119.79         129.70         122.99         125.09         118.32         121.39         125.30         
9260000        1402975.95     112.38         129.63         138.71         136.82         115.52         125.93         116.08         
9270000        1692241.05     118.04         138.92         118.67         119.64         120.62         122.44         121.53         
9280000        1782929.25     122.99         129.07         116.43         116.36         130.96         120.76         117.40         
9290000        1393152.80     113.22         132.57         119.92         117.83         130.19         117.90         124.81         
9300000        1759807.81     116.99         126.42         133.19         134.80         143.74         119.43         130.33         
9310000        1587819.48     120.41         138.85         121.53         124.12         123.21         130.05         119.09         
9320000        1705266.36     127.53         130.19         124.74         125.72         133.05         115.24         120.06         
9330000        1473122.03     120.27         130.68         124.25         122.86         129.14         116.42         114.54         
9340000        1788235.15     130.88         130.19         132.29         137.80         124.46         115.73         122.30         
9350000        1790714.43     118.81         130.12         122.44         130.19         125.65         124.53         116.36         
9360000        1753865.82     142.84         130.26         122.15         132.84         141.92         118.74         124.95         
9370000        1767783.11     131.45         133.82         124.95         124.67         123.28         123.21         131.86         
9380000        1803388.55     121.11         130.61         123.48         128.23         124.74         120.76         117.89         
9390000        1518308.87     125.65         133.54         122.16         125.58         120.83         129.01         114.68         
9400000        1825602.83     122.51         132.08         117.69         131.80         124.47         117.41         123.07         
9410000        1766263.15     118.18         133.20         119.50         120.48         116.36         117.20         126.84         
9420000        1716955.16     114.96         135.84         127.88         127.61         114.90         116.99         128.58         
9430000        1813322.30     119.85         143.39         124.40         127.26         112.38         124.11         126.21         
9440000        1689808.68     115.25         129.49         117.20         128.51         122.09         119.85         127.05         
9450000        1735353.53     115.03         135.15         123.69         120.27         121.88         121.67         119.71         
9460000        1813086.07     113.22         137.24         121.32         129.98         121.67         124.46         116.43         
9470000        1815033.28     113.15         132.28         118.73         119.02         128.58         123.90         117.27         
9480000        1686769.45     115.24         130.96         118.52         123.83         129.43         119.29         116.08         
9490000        1636977.04     119.99         130.89         124.25         123.90         129.35         123.35         124.74         
9500000        1805511.06     117.34         135.36         131.59         130.12         131.94         123.98         127.61         
9510000        1667355.41     115.31         141.22         124.46         121.18         134.94         125.09         118.45         
9520000        1811554.46     111.61         131.45         122.51         121.39         133.89         131.38         116.08         
9530000        1615382.36     119.92         136.34         125.09         119.64         120.69         127.12         121.67         
9540000        1666767.76     121.11         127.33         129.77         133.05         123.42         116.92         117.48         
9550000        1778050.19     117.97         135.85         120.69         124.88         121.60         128.86         119.65         
9560000        1765564.53     131.17         130.27         119.50         117.34         129.14         116.29         118.95         
9570000        1839706.62     122.43         127.95         118.66         123.07         123.21         120.62         121.88         
9580000        1838546.93     125.23         135.50         118.60         122.79         122.09         124.67         132.01         
9590000        1828065.40     116.15         147.79         121.32         119.23         122.79         123.27         121.46         
9600000        1872522.72     118.31         133.19         126.07         125.30         124.18         117.54         114.48         
9610000        1874872.39     119.50         129.42         134.73         124.60         120.20         121.95         117.62         
9620000        1634925.81     133.68         139.27         130.33         134.80         116.71         123.91         116.92         
9630000        1198294.26     134.18         132.56         138.22         124.18         120.62         128.94         121.25         
9640000        1743956.88     130.26         137.66         134.24         118.53         129.56         119.43         120.97         
9650000        1879895.02     138.71         129.56         126.20         119.71         122.08         120.48         120.97         
9660000        1880684.06     131.80         137.10         135.57         139.55         120.34         117.55         119.50         
9670000        1793413.43     124.95         130.96         124.46         134.80         122.72         125.23         116.15         
9680000        1660678.55     117.62         128.94         121.81         123.34         123.14         121.53         119.64         
9690000        1732581.78     134.94         130.54         122.09         123.06         122.16         115.94         127.54         
9700000        894815.87      130.75         138.71         136.76         129.43         118.53         116.85         127.88         
9710000        1614950.64     128.09         129.28         127.05         124.26         117.69         118.52         116.85         
9720000        1355192.13     121.81         131.17         126.98         121.53         121.32         125.99         119.71         
9730000        946059.00      121.25         135.57         113.29         122.51         123.84         118.67         126.00         
9740000        801669.68      123.41         140.52         113.15         123.62         124.04         117.55         120.97         
9750000        1691071.30     122.71         133.40         125.02         117.20         124.05         130.89         128.23         
9760000        1383779.00     123.00         133.89         113.01         125.02         129.42         122.44         141.16         
9770000        1474152.92     123.76         126.98         111.75         123.34         116.50         127.75         129.22         
9780000        1768036.36     124.60         137.25         116.78         115.10         120.06         134.45         125.23         
9790000        1903666.88     125.02         130.68         122.44         128.16         115.03         125.51         124.32         
9800000        1600399.89     121.18         127.19         113.08         125.65         130.47         130.75         126.49         
9810000        1006698.86     140.18         126.84         112.03         123.21         118.66         121.88         121.95         
9820000        1612040.74     123.34         134.31         113.36         131.73         120.06         116.78         136.20         
9830000        1825724.67     115.94         127.47         126.84         140.32         121.95         125.09         124.89         
9840000        1885235.19     120.20         128.72         117.13         130.05         124.18         116.57         121.60         
9850000        1884826.93     125.58         128.17         114.83         121.88         119.57         121.81         128.31         
9860000        1883129.12     128.17         198.50         114.68         113.84         118.45         119.01         140.87         
9870000        1883801.75     129.63         128.93         114.62         115.94         119.08         119.78         125.02         
9880000        1886780.43     134.94         135.08         135.78         116.22         124.95         125.65         110.28         
9890000        1887883.17     124.67         137.10         123.63         131.24         117.76         126.70         107.35         
9900000        1514456.77     126.35         136.90         119.99         123.83         124.18         119.09         123.06         
9910000        1679574.79     132.49         131.73         123.83         121.39         122.71         123.48         113.99         
9920000        1881057.28     124.04         133.26         137.31         120.14         117.13         122.44         109.66         
9930000        1673514.51     130.82         134.94         123.27         121.39         116.78         190.25         110.84         
9940000        1517232.19     117.48         130.96         118.94         123.62         122.57         132.50         120.97         
9950000        1536308.68     123.84         127.67         120.62         119.92         117.27         125.72         112.45         
9960000        1750138.37     123.56         128.16         134.52         113.43         120.27         121.11         117.27         
9970000        1829090.52     123.20         134.73         118.03         117.47         133.54         127.18         129.21         
9980000        1900810.34     122.51         134.24         123.14         119.15         121.95         130.89         122.86         
9990000        1666600.32     121.81         127.53         119.36         128.37         127.96         126.63         109.24         
